ts,batch,event,file,rows_before,rows_after,detail
2026-04-01 08:00:42,B1,BATCH_COMPLETE,,,,
2026-04-01 18:00:01,B2,BATCH_START,,,,2026-04-01
2026-04-01 18:00:18,B2,PROPS_FETCHED,,,,"108 props, 9 games"
2026-04-01 18:00:34,B2,PREDICTIONS,,,,"107 plays, skipped 1"
2026-04-01 18:00:35,B2,BATCH_SUMMARY,,,,"props_fetched=107, plays_added=16"
2026-04-01 18:00:35,B2,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV9.2/data/today.json,384,400,SAVE_TODAY
2026-04-01 18:00:38,B2,BATCH_COMPLETE,,,,
2026-04-01 20:06:28,B0,BATCH_START,,,,
2026-04-01 20:06:38,B0,BOXSCORES_FETCHED,,,,166 rows for 2026-03-31
2026-04-01 20:06:39,B0,BATCH_SUMMARY,,,,"plays_graded=23, wins=10, losses=13, dnp=3"
2026-04-01 20:06:41,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,24455,,
2026-04-01 20:06:55,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV9.2/source-files/nba_gamelogs_2025_26.csv,24455,24480,APPEND_GAMELOGS
2026-04-01 20:06:55,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
